clause_id,policy_id,policy_number,insurance_type,section_type,page_number,clause_text
vc-029,POL-MOTOR-COMP,MV-2023-001,VEHICLE,MAIN_POLICY,16,"Electric vehicles: Battery pack replacement due to accidental damage is covered up to INR 2,00,000 per incident. Gradual capacity degradation is excluded. Charging equipment theft is covered up to INR 20,000."
vc-030,POL-MOTOR-COMP,MV-2023-001,VEHICLE,SUB_LIMITS,18,"PA cover for unnamed passengers: In case of accidental death or permanent total disability of any passenger, INR 1,00,000 per person is payable, subject to vehicle seating capacity and the named driver provision."
vc-031,POL-MOTOR-COMP,MV-2023-001,VEHICLE,MAIN_POLICY,17,"The insured may select any IRDAI-authorised garage for repairs. However, cash settlement without garage repair is available only for minor damages below INR 5,000 after surveyor assessment."
vc-032,POL-MOTOR-COMP,MV-2023-001,VEHICLE,EXCLUSIONS,19,Damage or loss when the insured vehicle is left unattended with keys inside is excluded from theft coverage.
vc-033,POL-MOTOR-COMP,MV-2023-001,VEHICLE,SUB_LIMITS,19,Comprehensive repair at a manufacturer-authorised dealer attracts no depreciation on parts for vehicles up to 5 years old under the assured repair network programme.
vc-034,POL-MOTOR-COMP,MV-2023-001,VEHICLE,MAIN_POLICY,18,Flood damage to the engine and transmission requires that the driver attempted to start the vehicle after visible water ingress to constitute valid claim. Photographs of the flood level must be submitted.
vc-035,POL-MOTOR-COMP,MV-2023-001,VEHICLE,EXCLUSIONS,20,Damage caused by a driver who is below the minimum age of 18 years or does not hold a valid learner's licence when driving without a licensed supervisor is excluded.
vc-036,POL-MOTOR-COMP,MV-2023-001,VEHICLE,MAIN_POLICY,19,"Spot settlement for own damage claims up to INR 25,000 is available through the insurer's app following upload of minimum 5 photographs of the damage with geo-tag and timestamp."
vc-037,POL-MOTOR-COMP,MV-2023-001,VEHICLE,SUB_LIMITS,20,"Alloy wheel damage due to pothole impact or road hazard is covered under the wheel protection add-on up to INR 5,000 per wheel and INR 20,000 per policy year."
vc-038,POL-MOTOR-COMP,MV-2023-001,VEHICLE,MAIN_POLICY,20,"For commercial vehicles including goods carriers, own damage cover extends to loss of goods in transit due to vehicle accident, subject to submission of goods receipt and delivery challan."
vc-039,POL-MOTOR-COMP,MV-2023-001,VEHICLE,EXCLUSIONS,21,Damage to CNG or LPG kits and cylinders is excluded unless the kit is certified by an authorised workshop and the endorsement for CNG or LPG vehicle has been made on the policy.
vc-040,POL-MOTOR-COMP,MV-2023-001,VEHICLE,MAIN_POLICY,21,The insured must cooperate with the investigator appointed by the insurer. Non-cooperation or submission of false information will render the claim void and may result in policy cancellation.
