clause_id,policy_id,policy_number,insurance_type,section_type,page_number,clause_text
hc-011,POL-HEALTH-GOLD,HG-2023-001,HEALTH,WAITING_PERIODS,10,"The following conditions are subject to a 24-month waiting period from policy inception: Hernia, cataract, benign prostatic hypertrophy, sinusitis, tonsillitis, varicose veins, prolapsed intervertebral disc."
hc-012,POL-HEALTH-GOLD,HG-2023-001,HEALTH,MAIN_POLICY,8,"Day care procedures listed in Schedule C are covered without requiring 24-hour hospitalisation, provided they are performed at a registered day care centre or hospital."
hc-013,POL-HEALTH-GOLD,HG-2023-001,HEALTH,EXCLUSIONS,16,"Treatment for alcoholism, drug abuse, and any condition arising from consumption of alcohol or drugs is excluded from coverage under this policy."
hc-014,POL-HEALTH-GOLD,HG-2023-001,HEALTH,EXCLUSIONS,17,"Any expense incurred on treatment of external congenital disease, defect, or anomaly including birth defects is excluded from coverage."
hc-015,POL-HEALTH-GOLD,HG-2023-001,HEALTH,SUB_LIMITS,24,"Ambulance charges for emergency transportation to the nearest hospital are covered up to INR 5,000 per hospitalisation. Air ambulance charges are covered up to INR 1,00,000 per policy year."
hc-016,POL-HEALTH-GOLD,HG-2023-001,HEALTH,MAIN_POLICY,9,Domiciliary hospitalisation is covered when the patient cannot be moved to a hospital or when a hospital bed is not available. Treatment must last more than 3 days to qualify as domiciliary hospitalisation.
hc-017,POL-HEALTH-GOLD,HG-2023-001,HEALTH,MAIN_POLICY,10,"Maternity expenses including pre- and post-natal care, delivery charges for normal delivery up to INR 30,000 and caesarean section up to INR 50,000 are covered after a 9-month waiting period."
hc-018,POL-HEALTH-GOLD,HG-2023-001,HEALTH,WAITING_PERIODS,11,Newborn baby cover from day one of birth is included provided the mother is already covered under the policy and maternity expenses are admissible.
hc-019,POL-HEALTH-GOLD,HG-2023-001,HEALTH,MAIN_POLICY,11,Organ donor expenses for a living donor are covered under the donee's policy for harvesting of the organ. The donor must be a registered living donor as per the Transplantation of Human Organs Act.
hc-020,POL-HEALTH-GOLD,HG-2023-001,HEALTH,SUB_LIMITS,25,"Mental illness hospitalisation as per the Mental Healthcare Act 2017 is covered up to INR 75,000 per policy year for minimum 3-day hospitalisation at a recognised psychiatric centre."
hc-021,POL-HEALTH-GOLD,HG-2023-001,HEALTH,MAIN_POLICY,12,"Emergency domestic medical evacuation including air ambulance is covered up to INR 2,00,000 per event for life-threatening conditions requiring transfer to an advanced medical facility."
hc-022,POL-HEALTH-GOLD,HG-2023-001,HEALTH,EXCLUSIONS,18,"Expenses arising out of participation in hazardous activities including mountaineering, deep sea diving, motor racing, and contact sports are excluded from coverage."
hc-023,POL-HEALTH-GOLD,HG-2023-001,HEALTH,MAIN_POLICY,13,"Critical illness benefit of INR 5,00,000 is payable as a lump sum on first diagnosis of any listed critical illness including cancer, organ failure, stroke, and multiple sclerosis."
hc-024,POL-HEALTH-GOLD,HG-2023-001,HEALTH,SUB_LIMITS,26,"Physiotherapy charges are covered up to INR 1,500 per session and INR 30,000 per policy year when recommended by a specialist physician for post-surgical rehabilitation."
hc-025,POL-HEALTH-GOLD,HG-2023-001,HEALTH,EXCLUSIONS,19,Refractive error correction including LASIK surgery is excluded from coverage unless the refractive error exceeds 7.5 dioptres in both eyes.
hc-026,POL-HEALTH-GOLD,HG-2023-001,HEALTH,MAIN_POLICY,14,Cashless facility is available at all network hospitals listed in the insurer's panel. Prior authorisation must be obtained at least 48 hours before planned hospitalisation or within 24 hours of emergency admission.
hc-027,POL-HEALTH-GOLD,HG-2023-001,HEALTH,MAIN_POLICY,15,All claims must be intimated to the insurer within 48 hours of emergency hospitalisation and within 72 hours before planned hospitalisation. Late intimation may result in a 20% reduction in claim settlement.
hc-028,POL-HEALTH-GOLD,HG-2023-001,HEALTH,SUB_LIMITS,27,"Bariatric surgery for treatment of morbid obesity is covered up to INR 2,50,000 per lifetime, subject to BMI exceeding 40 or BMI exceeding 35 with comorbidities, after 3 years of policy inception."
hc-029,POL-HEALTH-GOLD,HG-2023-001,HEALTH,CO_PAYMENT,19,"Treatment at a non-network hospital attracts a co-payment of 30% of the admissible claim amount. At a network hospital, no co-payment applies except as specified under the age co-payment clause."
hc-030,POL-HEALTH-GOLD,HG-2023-001,HEALTH,MAIN_POLICY,16,"Ayurvedic, Unani, Siddha, and Homeopathic (AYUSH) treatment is covered up to 25% of the sum insured or INR 50,000 whichever is lower, at a government-approved AYUSH hospital."
hc-031,POL-HEALTH-SILVER,HG-2022-001,HEALTH,MAIN_POLICY,5,"In-patient hospitalisation for surgical procedures is covered up to the sum insured of INR 3,00,000 per policy year for individual policyholders and INR 5,00,000 for family floater plans."
hc-032,POL-HEALTH-SILVER,HG-2022-001,HEALTH,EXCLUSIONS,12,"Experimental treatments, investigational drugs, and procedures not approved by the Drug Controller General of India are excluded from coverage."
hc-033,POL-HEALTH-SILVER,HG-2022-001,HEALTH,WAITING_PERIODS,8,Diabetes and its complications are covered after completion of 24 months of continuous policy coverage. Insulin-dependent diabetes mellitus coverage begins after 36 months.
hc-034,POL-HEALTH-SILVER,HG-2022-001,HEALTH,SUB_LIMITS,18,"In-vitro fertilisation (IVF) treatment is covered up to INR 1,00,000 per lifetime after 3 years of continuous policy coverage. Maximum of 2 IVF cycles are covered per couple."
hc-035,POL-HEALTH-SILVER,HG-2022-001,HEALTH,MAIN_POLICY,6,"Health check-up expenses up to INR 5,000 per insured per year are reimbursable at renewal, provided no claim has been made during the policy year."
hc-036,POL-HEALTH-SILVER,HG-2022-001,HEALTH,MAIN_POLICY,7,"No Claim Bonus of 10% of sum insured shall be added for each claim-free year, subject to a maximum cumulative bonus of 50% of the original sum insured."
hc-037,POL-HEALTH-SILVER,HG-2022-001,HEALTH,EXCLUSIONS,13,Treatment outside India is not covered under this policy unless specifically endorsed as International Cover. Domestic policies are restricted to medical facilities within Indian territory.
hc-038,POL-HEALTH-SILVER,HG-2022-001,HEALTH,CO_PAYMENT,15,A co-payment of 10% of each claim applies for insured members residing in non-metropolitan Tier 2 and Tier 3 cities with access to government hospitals within 10 km.
hc-039,POL-HEALTH-SILVER,HG-2022-001,HEALTH,SUB_LIMITS,19,"Dialysis sessions are covered at INR 2,500 per session at network dialysis centres. Home dialysis equipment rental is covered up to INR 5,000 per month for end-stage renal disease patients."
hc-040,POL-HEALTH-SILVER,HG-2022-001,HEALTH,WAITING_PERIODS,9,"Spinal surgery including laminectomy, discectomy, and spinal fusion is subject to a 24-month waiting period from policy inception unless arising from an accident within the policy period."
hc-041,POL-HEALTH-SILVER,HG-2022-001,HEALTH,MAIN_POLICY,10,"Chemotherapy, radiotherapy, and targeted therapy for cancer are covered under in-patient and day care basis up to INR 5,00,000 per policy year, with prior medical authorisation required."
hc-042,POL-HEALTH-SILVER,HG-2022-001,HEALTH,EXCLUSIONS,14,"Vaccination, inoculation, or immunisation charges are excluded from coverage unless the vaccination is necessitated by a notified epidemic or post-exposure prophylaxis following animal bite."
hc-043,POL-HEALTH-SILVER,HG-2022-001,HEALTH,MAIN_POLICY,11,"Cochlear implant surgery is covered up to INR 2,50,000 per lifetime for profoundly deaf children below the age of 5 years, subject to recommendation by an ENT specialist at a tertiary care centre."
hc-044,POL-HEALTH-SILVER,HG-2022-001,HEALTH,SUB_LIMITS,20,"Robotic surgery charges are reimbursable up to the equivalent open or laparoscopic procedure cost. Any additional charges for robotic technology are subject to a INR 50,000 per episode cap."
hc-045,POL-HEALTH-SILVER,HG-2022-001,HEALTH,MAIN_POLICY,12,"Telemedicine consultation fees are reimbursable up to INR 500 per consultation and INR 5,000 per policy year when the consultation is conducted via an insurer-approved digital health platform."
hc-046,POL-HEALTH-SILVER,HG-2022-001,HEALTH,WAITING_PERIODS,10,"Hernia (all types including inguinal, hiatus, and umbilical) and hydrocele repair are subject to a 24-month waiting period unless arising from an accidental injury during the policy period."
hc-047,POL-HEALTH-SILVER,HG-2022-001,HEALTH,MAIN_POLICY,13,"Personal accident rider: accidental death benefit of 2x sum insured, permanent total disability benefit of 1.5x sum insured, and permanent partial disability benefits on a graduated scale are payable."
hc-048,POL-HEALTH-SILVER,HG-2022-001,HEALTH,EXCLUSIONS,15,"Charges for spectacles, contact lenses, hearing aids, prosthetic devices, and other external medical equipment are excluded from coverage unless arising from an accidental bodily injury."
hc-049,POL-HEALTH-SILVER,HG-2022-001,HEALTH,CO_PAYMENT,16,Senior citizen policies (primary insured above 65 years) attract a 25% co-payment on all claims. This co-payment is mandatory and cannot be waived by payment of additional premium.
hc-050,POL-HEALTH-SILVER,HG-2022-001,HEALTH,MAIN_POLICY,14,"Hospital daily cash benefit of INR 1,000 per day is payable for each day of hospitalisation beyond 48 hours, up to a maximum of 30 days per policy year, at a network hospital."
